Product Category,Product Name,Units Sold,Returns,Revenue,Customer Rating,Stock Level,Season,Trend Score
Activewear,Uniqlo Grey Activewear M,60,9,4339.65,3.4,170,Winter,10
Activewear,Uniqlo Green Activewear M,384,59,5763.88,4.5,474,Autumn,56.64
Activewear,H&M Blue Activewear XS,363,44,12724.39,4.9,227,Autumn,139.31
Dresses,Prada Black Dresses M,296,57,18197.66,3.5,463,Spring,23.52
Shoes,Gucci Yellow Shoes M,264,35,4552.01,3.7,780,Winter,63.23
Shoes,Uniqlo Black Shoes XL,426,55,82641.61,4.9,675,Autumn,39.37
Tops,H&M Yellow Tops M,272,9,8625.21,4.3,616,Spring,36.46
Accessories,Levi's Red Accessories L,27,4,1161.62,4.4,503,Autumn,3.84
Activewear,Adidas Black Activewear M,129,2,24282.09,3.6,182,Spring,12.08
Tops,Nike Pink Tops S,48,7,8491.83,4.2,990,Autumn,23.78
Jeans,Gucci Green Jeans XS,123,17,8694.37,4,190,Winter,20.96
Activewear,Prada Yellow Activewear XS,442,26,63451.72,3.5,524,Summer,477.38
Dresses,Zara Pink Dresses S,484,39,16460.56,4.2,46,Spring,96.19
Shoes,Adidas Grey Shoes L,96,11,16583.66,4.3,813,Winter,8.15
Accessories,Levi's Green Accessories XL,187,0,4310.95,4.7,369,Spring,21.6
Tops,Gucci Blue Tops L,276,53,49665.78,3.1,591,Winter,19.58
Outerwear,Levi's Black Outerwear M,179,5,13919.23,3.2,245,Spring,29.17
Activewear,Nike Pink Activewear M,210,11,27490.11,4.5,295,Summer,72.86
Dresses,Gucci Grey Dresses XL,457,34,90530.17,4.2,805,Spring,101.12
Tops,H&M Green Tops L,398,39,18727.31,4,503,Summer,28.33
Accessories,Levi's Grey Accessories M,200,13,6714.97,4,624,Summer,32.06
Tops,Nike Grey Tops M,289,38,50702.86,3.5,884,Spring,20.62
Tops,Uniqlo Grey Tops XL,245,10,5498.46,4.5,326,Spring,39.52
Tops,Adidas Green Tops L,13,0,251.58,3.2,825,Autumn,1.28
Tops,Uniqlo Green Tops XL,405,50,49838.79,3.5,998,Autumn,45.18
Tops,Levi's Black Tops XL,277,14,37281.49,4.4,180,Summer,31.34
Dresses,Zara Green Dresses M,169,24,25634.48,5,205,Autumn,28.24
Shoes,Zara Red Shoes M,436,51,82700.17,4.9,452,Summer,154.25
Jeans,Gucci Yellow Jeans S,294,35,47899.69,4.1,777,Summer,22.94
Jeans,Uniqlo Pink Jeans M,82,13,10275.02,3.6,616,Autumn,145.26
Shoes,Prada Green Shoes XS,37,0,6146.01,3.7,556,Summer,5.59
Tops,Uniqlo Green Tops XL,332,3,61686.27,3.2,365,Winter,41.21
Accessories,Nike Pink Accessories S,46,2,5473.07,4.9,814,Autumn,14.84
Shoes,H&M Pink Shoes XL,464,51,42672.81,3.3,447,Autumn,28.31
Accessories,Zara Blue Accessories M,188,20,19467.48,4.5,979,Winter,67.2
Outerwear,Uniqlo Green Outerwear L,101,4,11619.29,3.6,543,Summer,77.6
Jeans,Nike Green Jeans M,229,22,39247.2,4.2,437,Summer,37.97
Accessories,Prada White Accessories S,452,45,89860.54,4.4,397,Winter,71.46
Dresses,Nike Pink Dresses M,459,47,91233.96,3.3,240,Winter,52.29
Accessories,H&M Blue Accessories L,59,10,1545.85,3.5,523,Spring,6.83
Tops,Prada Yellow Tops S,258,50,6612.82,4.2,167,Spring,34.8
Activewear,Zara Pink Activewear XS,460,12,38489.32,4.5,685,Summer,44.97
Shoes,Levi's Pink Shoes XS,182,3,25130.86,3.2,659,Autumn,28.16
Outerwear,Gucci Pink Outerwear L,262,49,28293.44,4,193,Winter,50.68
Accessories,Prada Yellow Accessories S,55,5,9471.32,3.9,109,Summer,4.3
Jeans,Levi's Pink Jeans M,137,11,13512.55,4.7,867,Summer,16.74
Dresses,Levi's Grey Dresses L,260,21,17000.21,4.8,501,Winter,69.49
Dresses,Uniqlo Black Dresses XL,67,5,9337.77,3.1,857,Spring,11.14
Activewear,Uniqlo Black Activewear XL,397,68,63644.57,4.4,826,Summer,118.08
Jeans,H&M Yellow Jeans XL,134,18,8642.2,3.4,641,Spring,72.1
Outerwear,Prada Grey Outerwear M,435,8,9013.33,3.7,93,Winter,1006.31
Activewear,Uniqlo Green Activewear XS,174,13,2495.21,4.1,347,Autumn,49.19
Jeans,Prada Grey Jeans S,230,24,7635.47,4.3,854,Autumn,267.61
Tops,Prada Yellow Tops XS,225,32,36204.48,4,211,Spring,31.04
Shoes,Zara White Shoes S,363,18,6581.01,5,847,Autumn,71.88
Activewear,Adidas Yellow Activewear M,216,41,29591.52,3.7,389,Summer,24.31
Accessories,Nike Red Accessories XS,243,8,8515.88,4.7,594,Autumn,366.94
Shoes,Levi's Grey Shoes L,417,51,82092.39,4.8,918,Winter,242.32
Activewear,Uniqlo Green Activewear M,227,23,39049.77,4.6,999,Spring,245.65
Accessories,H&M Black Accessories XL,478,79,10150.77,3.1,897,Spring,456.42
Tops,Nike Pink Tops S,56,11,629.05,3.7,266,Winter,8.35
Dresses,Prada Blue Dresses XS,65,10,7604.07,4.9,519,Spring,11.75
Accessories,Zara Black Accessories L,332,13,26979.39,4.5,443,Summer,48.81
Accessories,Zara Yellow Accessories XL,50,3,7758.89,3.4,11,Spring,11.25
Activewear,Adidas Yellow Activewear M,369,43,25681.81,4.8,619,Spring,45.34
Shoes,Prada Blue Shoes M,423,57,64049.62,3.3,355,Winter,46.72
Jeans,H&M White Jeans XL,302,24,4591.98,4.9,141,Winter,296.13
Activewear,Adidas Grey Activewear XL,108,14,5662.32,4.7,573,Spring,10.64
Outerwear,Levi's Pink Outerwear S,429,81,13523.73,4.4,75,Spring,187.19
Outerwear,H&M Green Outerwear S,472,53,57430.94,3.4,300,Spring,39.46
Jeans,Uniqlo Pink Jeans M,491,21,92631.47,4.4,625,Winter,59.17
Outerwear,Nike Yellow Outerwear M,224,29,6045.06,4.9,792,Autumn,71.73
Shoes,Adidas White Shoes L,397,72,25216.06,3.5,310,Spring,28.37
Jeans,Adidas Green Jeans M,368,10,33385.45,4.9,692,Autumn,59.63
Dresses,Gucci Yellow Dresses XS,142,14,23823.9,3.6,658,Autumn,22.12
Dresses,H&M Black Dresses L,243,3,11771.36,3.6,674,Summer,17.08
Accessories,Zara Grey Accessories XL,401,32,19727.97,3.5,796,Summer,30.56
Shoes,H&M Yellow Shoes XS,95,19,15393.37,3.3,124,Autumn,5.22
Dresses,Levi's Pink Dresses M,365,11,20037.27,3.3,183,Autumn,59.72
Activewear,Levi's Yellow Activewear XL,125,8,16816.88,4.1,433,Winter,144.49
Accessories,Levi's White Accessories L,77,13,2031.15,4.4,374,Summer,29.58
Accessories,Levi's White Accessories L,165,32,24565.32,3.8,21,Winter,13.02
Tops,Zara Pink Tops S,485,39,79705.74,4.2,514,Winter,49.27
Activewear,Gucci Grey Activewear S,98,14,11295,4.4,287,Summer,8.51
Activewear,Levi's Red Activewear M,204,0,15533.56,5,619,Winter,45.41
Shoes,Uniqlo Red Shoes XS,240,10,39369.08,4.3,993,Summer,91.74
Shoes,Zara Blue Shoes M,269,17,6742.62,4.8,477,Spring,24.58
Activewear,Gucci Blue Activewear XS,449,53,88273.91,4.5,499,Winter,40.69
Shoes,Zara Yellow Shoes XL,254,6,3870.73,4.8,623,Winter,44.22
Jeans,H&M Green Jeans L,267,41,26796.08,3.7,224,Spring,82.22
Jeans,Uniqlo White Jeans S,342,13,26070.92,4.7,776,Winter,205.08
Activewear,H&M Black Activewear L,325,34,57766.74,3.3,526,Spring,31.49
Outerwear,H&M Blue Outerwear XS,87,8,12848.98,3,189,Summer,13.08
Accessories,Zara White Accessories L,364,38,23837.08,3.9,958,Summer,26.34
Outerwear,Uniqlo Pink Outerwear S,234,4,43777.91,3.7,979,Winter,38.14
Outerwear,H&M Pink Outerwear L,383,28,18559.18,4.9,684,Winter,36.78
Jeans,Zara Pink Jeans XL,202,17,31123.36,4.1,252,Autumn,23.84
Jeans,Adidas Red Jeans XS,49,3,5308.28,4.9,161,Winter,6.62
Tops,Adidas Green Tops L,248,33,21029.95,3.4,391,Summer,21.02
Jeans,Prada Red Jeans XS,100,11,13202.79,4.6,540,Autumn,51.89
Outerwear,Nike Grey Outerwear M,439,5,52005.56,4.8,5,Winter,138.51
Activewear,Zara Pink Activewear XS,467,73,8607.29,3.4,690,Winter,33.16
Accessories,Levi's Black Accessories XS,323,10,51187.87,5,26,Winter,45.04
Jeans,Levi's Blue Jeans XL,58,9,11012.47,4.6,129,Autumn,4.69
Tops,Levi's Grey Tops S,388,10,43621.8,3.2,938,Spring,32.03
Tops,Levi's Grey Tops S,41,3,1767.53,3.2,559,Spring,3.52
Jeans,Adidas Yellow Jeans M,448,20,22271.65,4.7,326,Summer,39.87
Jeans,Nike Black Jeans XL,120,13,1550.09,3.8,426,Spring,16.13
Tops,Levi's Green Tops L,139,23,18116.52,3.2,400,Spring,125.83
Jeans,H&M Grey Jeans S,483,56,31336.71,4.3,458,Winter,51.09
Outerwear,Prada Red Outerwear L,461,54,65991.87,4.1,938,Spring,38.39
Accessories,Zara Red Accessories XL,400,10,5163.14,3.8,853,Summer,36.06
Dresses,Nike Pink Dresses L,448,74,81105.1,4,956,Spring,49.82
Dresses,Gucci Blue Dresses M,363,7,38409.16,3.9,134,Spring,32.58
Tops,Nike Red Tops S,392,50,24578.48,3.7,250,Autumn,149.22
Accessories,Adidas Red Accessories L,22,4,1900.78,4.2,795,Spring,18
Activewear,Levi's Black Activewear L,288,57,50078.46,4.9,200,Spring,104.32
Dresses,H&M Grey Dresses L,175,14,23411.56,5,603,Spring,37.69
Shoes,Nike Blue Shoes S,43,1,5106.44,4.3,989,Winter,6.14
Dresses,H&M Red Dresses XL,373,28,69947.73,4.9,514,Winter,123.48
Activewear,H&M Red Activewear L,383,72,44508.72,3.7,721,Summer,42.37
Dresses,Levi's Pink Dresses S,479,48,63160.27,3.4,507,Spring,254.41
Accessories,Nike Red Accessories M,490,93,8723.84,5,483,Autumn,84.29
Jeans,Gucci Pink Jeans M,146,24,16940.09,4.1,188,Spring,25.15
Activewear,Gucci Red Activewear S,411,23,38069.9,3.2,690,Summer,81.9
Activewear,Adidas Green Activewear XS,130,17,8534.07,3.4,433,Winter,8.01
Shoes,Levi's Blue Shoes S,190,6,2407.05,4.4,923,Spring,26.41
Jeans,Gucci Pink Jeans M,295,36,10420.81,4.4,421,Spring,24.68
Outerwear,Adidas White Outerwear S,389,55,55780.66,5,844,Autumn,46.12
Jeans,Zara Yellow Jeans L,119,20,6860.48,4.7,901,Spring,30.79
Activewear,Prada Blue Activewear M,323,15,44826.65,4,92,Spring,25.59
Dresses,Prada Grey Dresses L,197,3,38877.14,3.8,754,Winter,28.49
Tops,Adidas Grey Tops M,47,1,7697.8,3.3,875,Spring,50.77
Outerwear,Gucci Red Outerwear XL,408,15,18373.38,4.5,305,Summer,48.11
Tops,Uniqlo Pink Tops XS,50,10,5555.43,4.2,444,Spring,3.32
Accessories,Prada White Accessories L,249,29,5932.9,3.5,62,Summer,52.52
Tops,H&M Red Tops XS,398,79,77034.76,3.7,241,Spring,28.44
Accessories,Zara Black Accessories S,385,23,17700.67,3.1,997,Spring,29.59
Accessories,Nike Yellow Accessories XS,214,37,34350.43,4.2,788,Spring,21.84
Dresses,Zara White Dresses XL,191,24,28010.14,4.2,305,Summer,90.62
Activewear,Prada Black Activewear XL,206,16,11400.78,4.6,559,Spring,75.22
Tops,Adidas White Tops XL,370,18,26727.79,4.5,445,Spring,38.27
Dresses,Zara Black Dresses XL,474,43,79679.69,3.3,645,Autumn,69.69
Jeans,H&M Yellow Jeans L,89,2,1424.76,3.2,256,Summer,13.23
Dresses,Prada Black Dresses L,299,22,34862.89,3.1,889,Autumn,17.27
Outerwear,Levi's Green Outerwear XL,398,50,36882.24,3,802,Winter,25.8
Outerwear,Uniqlo Yellow Outerwear XS,373,74,50909.9,3.1,912,Autumn,20.34
Tops,Gucci Green Tops XS,78,10,10812.24,4.3,862,Summer,11.12
Accessories,Gucci White Accessories S,451,0,11618.58,3.2,437,Autumn,28.89
Activewear,Adidas Yellow Activewear XL,348,63,12143.59,3.9,481,Spring,41.93
Shoes,Levi's Grey Shoes M,38,6,1407.75,4.9,941,Winter,5.23
Dresses,Levi's Blue Dresses XL,280,41,52243.45,4.7,715,Summer,50.76
Outerwear,Uniqlo White Outerwear S,352,13,7048.05,3.3,110,Spring,38.76
Outerwear,Uniqlo White Outerwear M,38,7,3035.47,4.3,812,Autumn,14.02
Dresses,Adidas Black Dresses XL,154,16,15896.09,4.5,55,Summer,13.31
Activewear,Nike White Activewear S,146,8,24209.36,3,820,Autumn,8.34
Dresses,Prada Grey Dresses L,30,5,5594.31,4.7,793,Winter,3.58
Activewear,Prada White Activewear L,190,9,19917.56,4.5,561,Spring,51.32
Outerwear,H&M Red Outerwear XS,360,38,53178.85,4.4,674,Spring,29.9
Accessories,H&M Blue Accessories XL,174,16,15972.82,5,674,Spring,43.26
Shoes,Nike Green Shoes XS,316,6,16294.53,4.1,514,Summer,163.37
Dresses,Levi's Pink Dresses M,405,23,77473.75,4.9,309,Summer,155.21
Accessories,Zara White Accessories L,324,4,64265.21,4.3,914,Winter,79.35
Shoes,H&M Blue Shoes XL,285,32,42507.46,3.6,778,Summer,21.35
Tops,Zara Pink Tops S,47,8,2003.92,4.7,883,Winter,4.39
Activewear,Levi's White Activewear M,366,34,23285.58,4.1,976,Autumn,88.91
Activewear,Adidas Black Activewear L,360,39,65739.9,3.6,251,Winter,525.27
Shoes,Nike Black Shoes L,56,9,10846.72,3.4,371,Winter,9.05
Activewear,Gucci Black Activewear S,430,64,25923.93,4,101,Summer,39.96
Outerwear,Zara Yellow Outerwear S,342,64,4236.84,4,489,Autumn,44.55
Activewear,Uniqlo Yellow Activewear XL,334,21,60542.33,3.2,69,Autumn,39.16
Jeans,H&M Green Jeans XL,37,7,1261.04,4.9,363,Winter,14.24
Outerwear,Zara Blue Outerwear XL,168,12,17877.6,3.9,594,Summer,17.19
Accessories,H&M Red Accessories M,432,46,16069.51,4.7,12,Summer,1451.36
Dresses,Nike Yellow Dresses L,245,0,38537.17,3.9,780,Autumn,113.89
Shoes,Gucci Green Shoes XL,192,0,27852.62,3.1,711,Autumn,53.48
Shoes,Prada Yellow Shoes M,191,10,14451.11,3.1,54,Autumn,31.26
Jeans,Adidas Grey Jeans S,230,36,25460.81,3.6,847,Spring,16.6
Activewear,H&M Blue Activewear M,266,50,35819.38,3.3,894,Winter,42
Shoes,Gucci Green Shoes M,114,12,16286.93,3.6,362,Winter,16.18
Activewear,Prada Yellow Activewear M,222,0,26291.52,4.4,966,Spring,536.7
Accessories,Prada Grey Accessories L,121,0,13833.91,4.5,911,Autumn,23.02
Jeans,H&M White Jeans L,366,38,32181.43,5,529,Spring,55.54
Outerwear,H&M Black Outerwear S,141,25,3946.04,4,60,Summer,20.84
Shoes,Gucci White Shoes S,326,21,8726.05,4.7,342,Spring,54.01
Accessories,Zara Black Accessories XL,200,31,28073.06,4.2,491,Autumn,45.71
Shoes,Gucci Green Shoes XS,134,23,1429.05,4,33,Summer,38.34
Dresses,H&M Pink Dresses S,268,43,28690.8,4.4,171,Autumn,118.56
Shoes,Adidas Pink Shoes L,56,10,3014.52,4.6,315,Spring,59.11
Shoes,Adidas Pink Shoes L,47,2,3497.56,4.7,237,Spring,83.6
Dresses,Nike Blue Dresses XL,115,15,18229.94,4.6,968,Winter,20.21
Activewear,Gucci Grey Activewear XS,64,1,8650.13,3.4,94,Winter,6.72
Jeans,Adidas Pink Jeans XL,70,10,2741.26,3.2,970,Spring,34.16
Shoes,H&M Green Shoes XL,10,1,710.95,3.4,603,Autumn,0.73
Activewear,Levi's Green Activewear L,62,12,12074.37,4.5,934,Autumn,7.78
Dresses,Gucci Yellow Dresses L,90,3,10901.57,3.2,349,Winter,37.02
Accessories,Levi's Black Accessories XL,432,8,51933.68,3.7,394,Summer,44.73
Dresses,Uniqlo Yellow Dresses XL,179,17,27286.3,3.6,527,Winter,14.67
Jeans,H&M Pink Jeans M,366,50,68974.71,3.9,787,Summer,34.36
Outerwear,Zara Pink Outerwear L,424,11,25582.12,3.2,867,Summer,80.24
Shoes,Adidas Pink Shoes M,425,35,55361.11,3.7,818,Spring,413.47
Activewear,Uniqlo White Activewear M,309,21,26408.91,3.2,642,Summer,261.82
Activewear,Prada Pink Activewear M,228,1,45563.73,4.2,394,Spring,44.91
Tops,Adidas Blue Tops S,38,5,765.36,4.6,336,Autumn,8.14
Shoes,Levi's Yellow Shoes XS,174,20,12790.47,5,67,Autumn,377.45
Jeans,Zara Green Jeans S,341,56,45918.87,4.3,73,Spring,26.9
Outerwear,H&M Red Outerwear L,471,80,20221.28,4.5,603,Autumn,45.3
Shoes,Prada White Shoes L,417,40,77638.95,4.9,465,Summer,112.16
Outerwear,Nike Pink Outerwear S,405,66,42600.57,4.5,478,Winter,37.33
Tops,Gucci White Tops XL,282,3,33761.24,4.7,640,Autumn,95.51
Tops,Zara Yellow Tops M,29,3,5488.85,4.6,45,Winter,15.43
Dresses,Nike White Dresses XL,399,68,70151.18,4.1,879,Winter,35.17
Dresses,H&M Blue Dresses L,186,1,19089.48,4.2,25,Summer,17.14
Activewear,Gucci Blue Activewear XL,310,56,44170.03,3.9,932,Spring,26.43
Activewear,Zara Black Activewear L,85,3,3879.18,4,535,Autumn,14.07
Activewear,Nike Yellow Activewear S,327,42,9648.77,4.2,255,Summer,64.11
Shoes,Levi's Green Shoes S,61,9,2988.99,3.4,618,Winter,5.37
Shoes,Nike Red Shoes L,50,6,8922.9,4,755,Winter,4.2
Accessories,Prada Yellow Accessories XS,199,22,5627.13,3.5,785,Autumn,18.93
Tops,Prada Blue Tops L,212,16,18256.02,4.6,260,Summer,55.25
Outerwear,Prada Green Outerwear M,218,38,7000.97,3.9,859,Summer,16.86
Jeans,Gucci Blue Jeans XL,162,25,24584.92,3.8,440,Autumn,42.53
Tops,H&M Green Tops S,253,37,9611.1,3.1,483,Summer,23.83
Shoes,Gucci Green Shoes M,71,9,5670,3.9,383,Spring,4.88
Jeans,Adidas Grey Jeans XS,245,2,30643.51,4.2,194,Summer,230.9
Activewear,Gucci Green Activewear M,59,9,1675.68,5,479,Summer,13.5
Jeans,Adidas Black Jeans XL,356,52,51213.35,3.5,890,Summer,24.4
Tops,Adidas Red Tops M,37,6,3780.02,3.2,24,Summer,8.84
Dresses,Uniqlo Green Dresses XL,430,16,30730.08,4.8,753,Winter,41.67
Outerwear,H&M Green Outerwear M,467,85,70613.04,3.2,940,Summer,754.57
Activewear,Adidas Green Activewear L,140,1,18673.59,4,333,Autumn,18.87
Tops,Prada Green Tops XL,310,24,27323,4.4,616,Summer,54.34
Tops,Adidas Red Tops XS,444,55,7648.79,4,717,Summer,56.62
Accessories,Gucci Green Accessories S,167,23,12915.17,3.7,536,Spring,114.83
Jeans,Gucci Red Jeans XS,246,23,48171.5,3.1,469,Summer,17.02
Dresses,H&M Red Dresses S,315,8,42558.94,4.4,279,Autumn,116.85
Activewear,Levi's Red Activewear M,35,3,1801.88,4.1,653,Spring,3.79
Tops,Gucci Grey Tops XL,58,9,5026.92,4.5,125,Spring,9.3
Tops,Gucci Grey Tops S,474,40,70774.57,3.9,873,Spring,34.54
Accessories,Adidas Pink Accessories XL,215,1,12489.48,3.9,336,Spring,52.36
Accessories,H&M Blue Accessories L,449,60,10736.78,3.4,400,Autumn,109.85
Activewear,Levi's Grey Activewear XL,319,52,17286.38,3.9,869,Winter,61.4
Shoes,Uniqlo Black Shoes M,196,2,36688.49,4,566,Spring,107.18
Dresses,Adidas Grey Dresses S,154,10,17624.13,4.1,877,Winter,32.62
Dresses,Nike Black Dresses XS,349,21,44716.24,4.7,881,Spring,47.4
Activewear,Levi's Black Activewear M,341,31,53323.89,4.6,967,Summer,84.88
Accessories,Levi's Blue Accessories XS,487,43,50418.33,4.6,795,Winter,71.04
Outerwear,Zara Grey Outerwear S,72,10,753.01,4.6,500,Winter,11.8
Activewear,Nike Red Activewear XL,347,11,66961.5,3.3,907,Spring,21.77
Tops,Uniqlo Red Tops M,354,15,18811.82,3.2,679,Autumn,21.96
Accessories,Gucci White Accessories S,457,47,17997.81,4.3,771,Spring,64.63
Accessories,Nike Red Accessories XL,176,33,24059.49,4.5,329,Spring,27.88
Outerwear,Adidas Red Outerwear M,347,4,14925.68,3.5,321,Summer,35.53
Activewear,Prada Grey Activewear L,49,0,5287.1,3.6,85,Summer,8.42
Outerwear,H&M Black Outerwear S,215,0,6906.27,3,850,Spring,18.37
Shoes,Uniqlo Pink Shoes M,73,14,14279.28,3.6,398,Spring,49.98
Shoes,Nike Red Shoes S,21,4,471.75,3.5,880,Winter,2.93
Tops,Prada Green Tops XS,43,8,1480.71,4.5,323,Autumn,3.42
Jeans,Prada Pink Jeans L,332,61,36138.22,3.7,109,Spring,72.19
Accessories,Gucci Red Accessories XL,240,28,46169.44,3.2,753,Autumn,151.09
Shoes,Uniqlo Green Shoes XL,327,50,13411.67,3.8,446,Winter,33.14
Activewear,Prada Red Activewear S,75,11,3409.03,3.1,136,Autumn,53.05
Tops,Levi's Pink Tops L,356,62,30873.35,4.8,381,Summer,53.29
Accessories,Adidas Blue Accessories XS,361,26,8289.03,3.7,583,Winter,27.92
Outerwear,Uniqlo Yellow Outerwear S,460,31,65077.25,4,606,Summer,71.5
Dresses,Prada Red Dresses XL,211,40,14365.33,3.5,728,Summer,24.25
Tops,Prada Yellow Tops M,254,6,18449.97,3,508,Spring,50.68
Outerwear,Levi's Grey Outerwear XS,357,29,40593.58,3.7,963,Winter,133.22
Tops,Zara Grey Tops M,498,47,65558.03,4,639,Autumn,64.5
Accessories,Gucci White Accessories L,95,15,7422.38,4.8,586,Spring,14.34
Outerwear,H&M Grey Outerwear S,363,49,15555.29,4.7,435,Spring,52.54
Outerwear,Nike Green Outerwear M,414,72,11204.33,3,364,Winter,40.02
Shoes,Prada Red Shoes S,292,33,57734.14,3.1,624,Autumn,38.12
Tops,Nike Grey Tops XS,397,60,51006.95,4.3,146,Winter,35.24
Tops,Uniqlo Pink Tops L,394,40,68101.36,4.3,417,Winter,122.07
Tops,Levi's Blue Tops XS,68,0,8712.64,4.1,62,Summer,27.91
Outerwear,Gucci Blue Outerwear XS,421,42,37200.95,4.7,952,Winter,52.79
Accessories,Adidas Grey Accessories XS,219,18,39205.56,3.9,179,Autumn,15.54
Tops,Zara Pink Tops S,22,0,2887.81,4.5,393,Summer,2.18
Accessories,Adidas Grey Accessories L,59,4,10846,3.4,401,Winter,7.78
Shoes,Uniqlo Yellow Shoes S,161,18,10908.5,3.2,442,Spring,9.04
Accessories,Gucci Blue Accessories XL,45,3,5277.53,3.3,411,Summer,3.4
Jeans,Uniqlo Yellow Jeans XL,356,56,41200.37,3.1,883,Spring,53.82
Shoes,Zara White Shoes XS,57,11,6403.49,3.5,185,Summer,7.24
Activewear,Adidas Green Activewear S,200,15,13142.73,5,228,Spring,57.45
Dresses,Prada Pink Dresses M,401,24,51988.35,4.5,705,Autumn,238.27
Dresses,Zara White Dresses S,461,70,51441.84,4.8,374,Winter,55.14
Tops,H&M Grey Tops XL,161,4,18441.56,3.3,404,Spring,47.36
Tops,Uniqlo White Tops L,456,35,19754.28,3.7,16,Spring,130.03
Activewear,Uniqlo Yellow Activewear M,163,31,9615.71,3,137,Winter,37.32
Activewear,Adidas Blue Activewear S,234,25,46721.7,4.5,377,Summer,30.65
Dresses,Gucci White Dresses M,144,15,7977.14,3.2,345,Summer,12.83
Shoes,Gucci Red Shoes M,317,44,36426.36,3.7,971,Winter,118.84
Shoes,H&M Blue Shoes M,296,22,6742.93,5,939,Autumn,85.46
Dresses,H&M White Dresses M,109,11,20340.16,4.4,815,Winter,28.82
Outerwear,H&M Pink Outerwear S,483,75,24992.47,4.8,248,Summer,58.49
Accessories,Zara Pink Accessories XL,186,27,20731.22,3.3,169,Winter,14.08
Shoes,Levi's White Shoes L,186,27,36590.54,3.4,206,Autumn,39.34
Accessories,Zara Red Accessories M,49,4,5602.18,4.4,900,Spring,5.62
Tops,Gucci Pink Tops M,427,11,25296.62,4.6,486,Summer,45.26
Accessories,Adidas Green Accessories XS,250,1,19577.15,3.1,43,Winter,203.13
Accessories,Adidas Grey Accessories S,75,10,11185.19,4,996,Autumn,17.22
Jeans,Uniqlo Black Jeans XS,272,8,7105.43,3.7,408,Spring,36.02
Shoes,Uniqlo Green Shoes XS,99,9,16753.45,4.2,664,Winter,7.92
Activewear,Gucci Pink Activewear L,72,14,9942.33,4.9,482,Winter,9.27
Accessories,H&M White Accessories XS,143,11,7637.51,4.9,887,Summer,18.78
Tops,Prada Yellow Tops XS,422,38,6250.79,3,455,Winter,37.68
Activewear,Uniqlo Green Activewear S,381,31,4886.27,5,174,Summer,46.02
Dresses,Adidas White Dresses XS,77,6,5782.77,4.4,295,Autumn,21.35
Activewear,Nike Red Activewear M,225,40,6335.36,4.1,187,Winter,62.95
Outerwear,Gucci White Outerwear L,225,35,25111.63,5,520,Autumn,56.99
Activewear,H&M Pink Activewear XS,317,5,46993.79,4.4,999,Summer,30.01
Activewear,Zara Black Activewear XL,151,26,14111.49,3.5,691,Spring,107.23
Jeans,Nike Green Jeans L,87,17,5318.45,3.1,82,Summer,81.89
Outerwear,Prada Red Outerwear M,472,72,24343.04,3.4,969,Autumn,36.93
Outerwear,Gucci Black Outerwear XL,72,11,9263.75,4.2,130,Autumn,9.56
Shoes,Uniqlo Green Shoes L,468,68,79496.16,3.4,512,Autumn,607.14
Outerwear,Zara Pink Outerwear M,92,14,15023.69,4.1,212,Autumn,6.86
Activewear,Prada White Activewear XL,48,7,2434.99,4.7,70,Spring,4.01
Dresses,Uniqlo Blue Dresses XL,64,9,11859.7,4.8,371,Winter,6.09
Jeans,Nike Yellow Jeans XL,419,68,48858.19,4.7,881,Autumn,40.51
Activewear,Nike Pink Activewear L,225,28,31740.51,3.6,110,Autumn,25.23
Tops,H&M Red Tops XS,52,9,10381.6,3.9,357,Autumn,7.8
Tops,H&M Pink Tops M,346,52,10922.85,4.1,123,Autumn,498.1
Outerwear,Gucci Grey Outerwear S,270,1,19537.57,4.6,740,Spring,39.79
Dresses,Uniqlo Green Dresses M,112,18,5615.78,3.3,379,Autumn,6.68
Tops,H&M Blue Tops M,430,76,19017.06,3.6,662,Summer,140.04
Tops,Nike Blue Tops S,113,0,8436.31,3.4,720,Winter,133.4
Shoes,Levi's Red Shoes L,26,5,4603.23,4.3,562,Summer,75.88
Accessories,Levi's Red Accessories XS,226,31,32549.82,3.9,43,Spring,16.15
Tops,Zara Grey Tops M,499,37,45270.51,3.8,389,Spring,75.74
Jeans,Prada Blue Jeans XL,21,1,680.08,4.5,557,Autumn,20.98
Shoes,Prada Black Shoes M,289,14,4724.93,3.8,898,Winter,39.39
Tops,Nike Grey Tops L,216,41,34141.04,3.7,117,Spring,17.85
Shoes,Nike Pink Shoes XS,187,16,11550.58,4.6,229,Autumn,21.15
Jeans,Levi's Blue Jeans XS,428,31,45237.47,4.7,438,Winter,45.9
Tops,Gucci Black Tops XL,10,0,1024.98,4.4,142,Autumn,3.75
Dresses,H&M Green Dresses XL,422,53,82305.36,4.5,735,Summer,47.03
Activewear,Prada Blue Activewear M,101,16,18963.41,3.8,875,Winter,14.14
Shoes,Levi's Pink Shoes L,58,7,2662.43,4.7,623,Spring,11.29
Dresses,Prada Blue Dresses L,283,23,28540.51,4.7,516,Autumn,25.92
